,Unnamed: 0,token,rep,dem,base,dem_p,rep_p,score,ngram
23,3390914,orrin,3302.0,189.0,3491.0,7.771238744090518e-06,0.00013448660005167674,0.8907443159565032,1
24,4551496,steve,2710.0,724.0,3434.0,2.976918968635733e-05,0.00011037513208359902,0.5751638124129957,1
25,2084875,gardner,3247.0,116.0,3363.0,4.769649176267196e-06,0.00013224651434518304,0.9303782991191328,1
26,2994422,mccarthy,2958.0,360.0,3318.0,1.4802359512553365e-05,0.00012047588217833428,0.7811568316155834,1
27,4222241,scalise,3136.0,63.0,3199.0,2.5904129146968394e-06,0.00012772561410116846,0.96024413920505,1
28,1725550,entitlement,2686.0,465.0,3151.0,1.9119714370381437e-05,0.00010939764013894722,0.7024570814832078,1
29,188057,abortion,2426.0,634.0,3060.0,2.6068599808218984e-05,9.880814407188606e-05,0.5824907184760101,1
30,2594716,isi,2321.0,735.0,3056.0,3.0221484004796454e-05,9.453161681403444e-05,0.5154992732615964,1
31,4140147,rodgers,2682.0,54.0,2736.0,2.220353926883005e-06,0.00010923472481483859,0.9601569717243968,1
32,2999912,mcmorris,2645.0,59.0,2704.0,2.4259422534462464e-06,0.00010772775806683372,0.9559535041239168,1
33,3098580,mitch,2171.0,358.0,2529.0,1.4720124181928073e-05,8.842229215996071e-05,0.7145670093061443,1
34,5180867,welfare,1909.0,542.0,2451.0,2.228577459945535e-05,7.775133843084522e-05,0.5544498651674377,1
35,1258639,creator,2177.0,231.0,2408.0,9.498180687221744e-06,8.866666514612364e-05,0.8064850893089198,1
36,4174332,rutah,2284.0,102.0,2386.0,4.1940018618901205e-06,9.302465006602958e-05,0.9137202218150554,1
37,2301123,hike,1877.0,504.0,2381.0,2.072330331757472e-05,7.644801583797615e-05,0.5734687251821484,1
38,2898685,louisiana,1900.0,454.0,2354.0,1.86674200519423e-05,7.738477895160079e-05,0.6113067634973414,1
39,2681698,keystone,1873.0,391.0,2264.0,1.6077007137245458e-05,7.62851005138675e-05,0.6518700677993519,1
40,4157085,roy,1988.0,242.0,2230.0,9.950475005660873e-06,8.096891608199072e-05,0.7811143500495282,1
41,2679916,kevin,1959.0,267.0,2226.0,1.097841663847708e-05,7.978777998220312e-05,0.7580945980504871,1
42,2336176,hoosier,2128.0,30.0,2158.0,1.2335299593794471e-06,8.667095242579289e-05,0.9719347654201644,1
43,770534,bureaucrat,1960.0,111.0,2071.0,4.5640608497039545e-06,7.982850881323029e-05,0.8918373769649884,1
44,986117,cm,1530.0,490.0,2020.0,2.014765600319764e-05,6.231511147155222e-05,0.5113514469577591,1
45,2815155,liberal,1629.0,335.0,1964.0,1.3774417879737162e-05,6.634726574324088e-05,0.6561625453465432,1
46,4160618,rubio,1528.0,382.0,1910.0,1.5706948149431633e-05,6.22336538094979e-05,0.5969508124223023,1
47,4159878,rtx,1566.0,275.0,1841.0,1.1307357960978266e-05,6.378134938852991e-05,0.6988266715433789,1
48,1283203,cruz,1492.0,278.0,1770.0,1.1430710956916212e-05,6.07674158925202e-05,0.6833515921886985,1
49,768630,burdensome,1369.0,282.0,1651.0,1.1595181618166805e-05,5.5757769676179726e-05,0.6556889818385706,1
50,3846007,radical,1248.0,392.0,1640.0,1.611812480255811e-05,5.082958112189357e-05,0.5184861204729885,1
51,1732826,enzi,1259.0,340.0,1599.0,1.3980006206300403e-05,5.1277598263192306e-05,0.5715439964445548,1
52,4158721,rsd,1414.0,152.0,1566.0,6.249885127522533e-06,5.7590567072401856e-05,0.8042029806446159,1
53,1200890,cory,1272.0,294.0,1566.0,1.2088593601918582e-05,5.180707306654537e-05,0.6216146029231441,1
54,3101125,mo,1424.0,100.0,1524.0,4.111766531264824e-06,5.7997855382673425e-05,0.8675964720261133,1
55,858207,cathy,1408.0,106.0,1514.0,4.358472523140714e-06,5.7346194086238905e-05,0.8587311863871836,1
56,3882642,realdonaldtrump,1364.0,124.0,1488.0,5.0985904987683815e-06,5.555412552104395e-05,0.8318759378523818,1
57,769868,bureaucracy,1182.0,265.0,1447.0,1.0896181307851784e-05,4.814147827410112e-05,0.6308735344521477,1
58,4661566,susteren,1336.0,44.0,1380.0,1.8091772737565224e-06,5.441371825228351e-05,0.935642685890534,1
59,4559031,stivers,1354.0,10.0,1364.0,4.1117665312648244e-07,5.514683721077235e-05,0.9851982954562146,1
60,4159298,rtexas,1175.0,122.0,1297.0,5.016355168143086e-06,4.7856376456911024e-05,0.8102479287918595,1
61,5298325,xl,1093.0,200.0,1293.0,8.223533062529648e-06,4.451661231268404e-05,0.6881490180194131,1
62,2504831,inhofe,974.0,314.0,1288.0,1.2910946908171548e-05,3.966988142045219e-05,0.5089104786451933,1
63,2230497,hannity,1244.0,43.0,1287.0,1.7680596084438744e-06,5.0666665797784946e-05,0.93256150023687,1
64,5011183,unsustainable,996.0,284.0,1280.0,1.1677416948792099e-05,4.0565915703049684e-05,0.5529604886957599,1
65,3044837,messer,1253.0,2.0,1255.0,8.223533062529648e-08,5.1033225277029355e-05,0.9967823695747748,1
66,3414585,overreach,1112.0,127.0,1239.0,5.221943494706327e-06,4.529046010220004e-05,0.7932411398840602,1
67,4120532,risch,1109.0,113.0,1222.0,4.646296180329251e-06,4.5168273609118576e-05,0.8134563361696049,1
68,1370235,deductible,919.0,239.0,1158.0,9.82712200972293e-06,3.742979571395849e-05,0.584098054503527,1
69,4174079,rut,978.0,157.0,1135.0,6.455473454085774e-06,3.983279674456083e-05,0.7210751913440687,1
70,4747600,texan,1103.0,13.0,1116.0,5.345296490644271e-07,4.4923900622955624e-05,0.9764827053699022,1
71,4862222,tpa,1049.0,64.0,1113.0,2.6315305800094877e-06,4.272454374748906e-05,0.883961272264957,1
72,4129332,rla,964.0,143.0,1107.0,5.879826139708699e-06,3.926259311018061e-05,0.7394988466541647,1
73,1832945,exploration,924.0,155.0,1079.0,6.373238123460477e-06,3.7633439869094284e-05,0.7103513187458171,1
74,4687195,takeover,968.0,96.0,1064.0,3.947295870014231e-06,3.9425508434289255e-05,0.817982907338893,1
75,583712,ballistic,871.0,175.0,1046.0,7.195591429713443e-06,3.547481182465489e-05,0.6627361880402759,1
76,2596617,islamic,816.0,228.0,1044.0,9.374827691283801e-06,3.323472611816119e-05,0.5599659300254985,1
77,3383668,oreilly,996.0,45.0,1041.0,1.8502949390691707e-06,4.0565915703049684e-05,0.9127552927968606,1
78,4176345,rwyo,970.0,51.0,1021.0,2.0970009309450603e-06,3.950696609634356e-05,0.8991922607010235,1
79,3750481,progrowth,914.0,78.0,992.0,3.207177894386563e-06,3.7226151558822694e-05,0.841359693215568,1
80,4102249,rga,768.0,214.0,982.0,8.799180376906725e-06,3.127974222885758e-05,0.5609073395779761,1
81,4706493,taxation,732.0,206.0,938.0,8.470239054405537e-06,2.9813504311879882e-05,0.5575020460582829,1
82,936544,christian,711.0,222.0,933.0,9.128121699407907e-06,2.895819886030956e-05,0.5206614046586376,1
83,342670,alien,786.0,140.0,926.0,5.756473143770754e-06,3.2012861187346435e-05,0.6951774106842998,1
84,1562972,doug,766.0,159.0,925.0,6.53770878471107e-06,3.119828456680326e-05,0.6535027593517045,1
85,909476,charitable,708.0,216.0,924.0,8.88141570753202e-06,2.883601236722808e-05,0.5290550729000888,1
86,579444,bailouts,711.0,179.0,890.0,7.3600620909640365e-06,2.895819886030956e-05,0.5946908305527808,1
87,2384281,idahoan,884.0,4.0,888.0,1.6447066125059296e-07,3.6004286628007946e-05,0.9909053739427516,1
88,858316,cathymcmorris,861.0,0.0,861.0,0.0,3.5067523514383314e-05,1.0,1
89,4681154,taiwan,747.0,109.0,856.0,4.481825519078658e-06,3.0424436777287256e-05,0.743207938963705,1
90,5063343,venezuela,655.0,199.0,854.0,8.182415397217001e-06,2.667738432278869e-05,0.5305529312882888,1
91,4175309,rwa,794.0,41.0,835.0,1.6858242778185778e-06,3.23386918355637e-05,0.9009053194349166,1
92,3871706,rco,774.0,39.0,813.0,1.6035889471932815e-06,3.152411521502053e-05,0.9031874385655516,1
93,3195513,nebraska,627.0,174.0,801.0,7.154473764400793e-06,2.553697705402826e-05,0.5623030740276829,1
94,4129073,rky,667.0,131.0,798.0,5.38641415595692e-06,2.7166130295114593e-05,0.6690634021526009,1
95,3290038,obamacares,784.0,10.0,794.0,4.1117665312648244e-07,3.193140352529212e-05,0.974573664138222,1
96,2358086,houston,642.0,152.0,794.0,6.249885127522533e-06,2.6147909519435635e-05,0.6141783602477809,1
97,4554235,stifle,627.0,164.0,791.0,6.743297111274311e-06,2.553697705402826e-05,0.5822032318100602,1
98,4176160,rwy,713.0,73.0,786.0,3.001589567823322e-06,2.903965652236388e-05,0.8126421451041772,1
99,2239601,hardearned,611.0,169.0,780.0,6.948885437837552e-06,2.488531575759373e-05,0.5634327121841003,1
100,4175636,rwi,683.0,91.0,774.0,3.7417075434509905e-06,2.7817791591549127e-05,0.7628791554995649,1
101,2636282,jobkilling,709.0,53.0,762.0,2.179236261570357e-06,2.8876741198255244e-05,0.8596575319910994,1
102,708868,bomber,627.0,132.0,759.0,5.427531821269568e-06,2.553697705402826e-05,0.6494353039392515,1
103,4339481,shale,686.0,71.0,757.0,2.919354237198025e-06,2.7939978084630602e-05,0.8107960206816921,1
104,1885423,fantastic,665.0,89.0,754.0,3.6594722128256935e-06,2.708467263306028e-05,0.7619402178092857,1
105,2118760,gimmick,593.0,158.0,751.0,6.496591119398423e-06,2.415219679910488e-05,0.5760621179099682,1
106,2159672,governmentrun,617.0,77.0,694.0,3.166060229073915e-06,2.512968874375668e-05,0.7762165453111741,1
107,399210,amnesty,587.0,106.0,693.0,4.358472523140714e-06,2.3907823812941932e-05,0.6916134698851923,1
108,2912045,mac,531.0,162.0,693.0,6.6610617806490165e-06,2.1627009275421067e-05,0.5290550729000888,1
109,2676844,kentuckian,675.0,17.0,692.0,6.990003103150201e-07,2.749196094333186e-05,0.9504096150517324,1
110,822365,capandtrade,624.0,67.0,691.0,2.754883575947432e-06,2.5414790560946785e-05,0.8044078491955772,1
111,2638083,johanns,535.0,154.0,689.0,6.33212045814783e-06,2.1789924599529695e-05,0.5496685646324206,1
112,788928,ca23,672.0,5.0,677.0,2.0558832656324122e-07,2.7369774450250384e-05,0.9850889848139291,1
113,2378265,hydropower,600.0,77.0,677.0,3.166060229073915e-06,2.4437298616294988e-05,0.7706032626819186,1
114,4980446,unelected,646.0,29.0,675.0,1.192412294066799e-06,2.6310824843544267e-05,0.9132893129560988,1
115,845596,carson,540.0,131.0,671.0,5.38641415595692e-06,2.1993568754665486e-05,0.6065436436874332,1
116,4987627,unfunded,568.0,99.0,667.0,4.070648865952176e-06,2.313397602342592e-05,0.700738467631543,1
117,3437962,panama,528.0,133.0,661.0,5.4686494865822155e-06,2.1504822782339588e-05,0.5945164617991681,1
118,3241954,nlrb,531.0,128.0,659.0,5.2630611600189754e-06,2.1627009275421067e-05,0.6085498420203117,1
119,1786304,evil,524.0,127.0,651.0,5.221943494706327e-06,2.134190745823096e-05,0.6068383681298353,1
120,4989881,unilaterally,507.0,143.0,650.0,5.879826139708699e-06,2.0649517330769265e-05,0.5567303694302266,1
121,2162261,grab,529.0,112.0,641.0,4.605178515016603e-06,2.1545551613366747e-05,0.6477973278445288,1
122,3855084,ranch,535.0,106.0,641.0,4.358472523140714e-06,2.1789924599529695e-05,0.6666355874362976,1
123,3869330,ration,497.0,107.0,604.0,4.3995901884533614e-06,2.024222902049768e-05,0.6429167707832846,1
124,2357698,housepassed,471.0,132.0,603.0,5.427531821269568e-06,1.9183279413791565e-05,0.5589310917522801,1
125,692617,blm,478.0,122.0,600.0,5.016355168143086e-06,1.9468381230981673e-05,0.5902463407102555,1
126,2908566,luke,543.0,56.0,599.0,2.3025892575083016e-06,2.2115755247746962e-05,0.811404965884338,1
127,3756020,prolife,554.0,38.0,592.0,1.5624712818806332e-06,2.2563772389045705e-05,0.8704753791603697,1
128,1797964,excerpt,451.0,129.0,580.0,5.304178825331623e-06,1.83687027932484e-05,0.551877214545055,1
129,3856223,rand,448.0,129.0,577.0,5.304178825331623e-06,1.8246516300166924e-05,0.5495522491318109,1
130,2150839,gorsuch,487.0,65.0,552.0,2.672648245322136e-06,1.9834940710226096e-05,0.7625113688897972,1
131,244490,actuary,508.0,43.0,551.0,1.7680596084438744e-06,2.069024616179642e-05,0.8425473740956234,1
132,5042829,utahns,547.0,3.0,550.0,1.2335299593794472e-07,2.22786705718556e-05,0.988987334508898,1
133,4108695,ridaho,469.0,77.0,546.0,3.166060229073915e-06,1.9101821751737246e-05,0.7156388531426388,1
134,4312739,sergeant,416.0,125.0,541.0,5.13970816408103e-06,1.6943193707297856e-05,0.534507901722601,1
135,3403497,outofcontrol,461.0,67.0,528.0,2.754883575947432e-06,1.8775991103519986e-05,0.7440992419528052,1
136,4805731,thunes,510.0,9.0,519.0,3.7005898781383423e-07,2.0771703823850734e-05,0.9649926081272976,1
137,2175134,graze,420.0,91.0,511.0,3.7417075434509905e-06,1.710610903140649e-05,0.6410456193322903,1
138,4964154,unborn,490.0,15.0,505.0,6.167649796897237e-07,1.995712720330757e-05,0.9400439183598492,1
139,4491526,spokane,375.0,123.0,498.0,5.057472833455734e-06,1.5273311635184368e-05,0.5024812897646126,1
140,3095927,missourian,487.0,11.0,498.0,4.522943184391306e-07,1.9834940710226096e-05,0.9554109450794992,1
141,2667718,kasich,460.0,31.0,491.0,1.2746476246920956e-06,1.8735262272492826e-05,0.8725983643862966,1
142,1538293,doctrine,399.0,90.0,489.0,3.7005898781383413e-06,1.6250803579836165e-05,0.6290394567243395,1
143,4221925,scalia,379.0,109.0,488.0,4.481825519078658e-06,1.5436226959293e-05,0.5499735203584465,1
144,1492926,disapproval,390.0,97.0,487.0,3.98841353532688e-06,1.5884244100591742e-05,0.5986029037084538,1
145,4389788,simpler,382.0,105.0,487.0,4.317354857828067e-06,1.5558413452374475e-05,0.565565990662922,1
146,5116010,vp,468.0,19.0,487.0,7.812356409403166e-07,1.906109292071009e-05,0.9212556491529706,1
147,1013461,coloradan,454.0,32.0,486.0,1.3157652900047436e-06,1.849088928632987e-05,0.8671390683435408,1
148,1280570,crp,408.0,73.0,481.0,3.001589567823322e-06,1.6617363059080595e-05,0.6940112324133783,1
149,3486442,patientcentered,443.0,33.0,476.0,1.356882955317392e-06,1.804287214503113e-05,0.8601133933600001,1
150,5021742,upton,367.0,101.0,468.0,4.1528841965774735e-06,1.4947480986967099e-05,0.5651513301792488,1
151,3642171,potus,404.0,62.0,466.0,2.5492952493841908e-06,1.6454447734971953e-05,0.7317059853437539,1
152,4507866,stagnant,354.0,106.0,460.0,4.358472523140714e-06,1.441800618361404e-05,0.5357518743306462,1
153,5005707,unpopular,369.0,89.0,458.0,3.6594722128256935e-06,1.5028938649021415e-05,0.6083698887103769,1
154,2624046,jeb,388.0,70.0,458.0,2.878236571885377e-06,1.5802786438537423e-05,0.6918545017283574,1
155,538538,austin,373.0,85.0,458.0,3.495001551575101e-06,1.519185397313005e-05,0.6259401110096349,1
156,706554,boise,446.0,9.0,455.0,3.7005898781383423e-07,1.8165058638112608e-05,0.9600694211623232,1
157,4178262,ryans,365.0,88.0,453.0,3.618354547513045e-06,1.4866023324912783e-05,0.6084959339734397,1
158,2960201,marginal,366.0,83.0,449.0,3.412766220949804e-06,1.4906752155939941e-05,0.6274174734577037,1
159,3539678,perry,333.0,108.0,441.0,4.44070785376601e-06,1.3562700732043715e-05,0.5066814339517713,1
160,1192933,cornyns,404.0,35.0,439.0,1.4391182859426884e-06,1.6454447734971953e-05,0.8391468437023012,1
161,1380537,defensive,328.0,103.0,431.0,4.235119527202768e-06,1.3359056576907925e-05,0.5185771130012417,1
162,4942987,tx,366.0,64.0,430.0,2.6315305800094877e-06,1.4906752155939941e-05,0.6999101200922646,1
163,1400197,demint,335.0,94.0,429.0,3.8650605393889336e-06,1.3644158394098034e-05,0.5585113700306897,1
164,3480713,pastor,330.0,99.0,429.0,4.070648865952176e-06,1.3440514238962244e-05,0.5350795556453051,1
165,1310798,dakotans,419.0,10.0,429.0,4.1117665312648244e-07,1.706538020037933e-05,0.952945347693702,1
166,726089,bracket,370.0,54.0,424.0,2.220353926883005e-06,1.5069667480048574e-05,0.743163542181288,1
167,3349135,onesizefitsall,353.0,71.0,424.0,2.919354237198025e-06,1.4377277352586884e-05,0.6624366747890792,1
168,4452416,songwriter,366.0,57.0,423.0,2.34370692282095e-06,1.4906752155939941e-05,0.7282730955599241,1
169,2394719,ihs,349.0,72.0,421.0,2.960471902510673e-06,1.421436202847825e-05,0.6552546691972341,1
170,1737041,epw,319.0,93.0,412.0,3.823942874076288e-06,1.2992497097663502e-05,0.5452137455368121,1
171,3622835,pornography,370.0,38.0,408.0,1.5624712818806332e-06,1.5069667480048574e-05,0.8121142080106843,1
172,4710338,taxreform,408.0,0.0,408.0,0.0,1.6617363059080595e-05,1.0,1
173,4302761,senorrinhatch,404.0,0.0,404.0,0.0,1.6454447734971953e-05,1.0,1
174,2477831,indianapolis,363.0,31.0,394.0,1.2746476246920956e-06,1.4784565662858469e-05,0.8412565295860129,1
175,1526488,ditch,296.0,97.0,393.0,3.98841353532688e-06,1.205573398403886e-05,0.5028201366868821,1
176,1028331,commanderinchief,301.0,89.0,390.0,3.6594722128256935e-06,1.2259378139174652e-05,0.5402341083800882,1
177,4687069,takehome,353.0,33.0,386.0,1.356882955317392e-06,1.4377277352586884e-05,0.8275239442379722,1
178,5022002,upward,293.0,92.0,385.0,3.7828252087636383e-06,1.1933547490957385e-05,0.5186134509484129,1
179,263621,adm,323.0,62.0,385.0,2.5492952493841908e-06,1.3155412421772134e-05,0.6753463607519046,1
180,404124,amt,316.0,67.0,383.0,2.754883575947432e-06,1.2870310604582024e-05,0.6473792844916718,1
181,2863895,lng,363.0,18.0,381.0,7.401179756276685e-07,1.4784565662858469e-05,0.9046527461863514,1
182,4961096,unaccountable,321.0,59.0,380.0,2.4259422534462464e-06,1.3073954759717818e-05,0.6869731132554117,1
183,1584772,dt,376.0,2.0,378.0,8.223533062529648e-08,1.5314040466211527e-05,0.9893175035689876,1
184,349583,alloftheabove,308.0,70.0,378.0,2.878236571885377e-06,1.2544479956364759e-05,0.6267536180655013,1
185,430689,antonio,285.0,90.0,375.0,3.7005898781383413e-06,1.1607716842740118e-05,0.5165252505567794,1
186,621548,beetle,291.0,82.0,373.0,3.3716485556371565e-06,1.1852089828903067e-05,0.5570537971066187,1
187,5282051,wreck,285.0,83.0,368.0,3.412766220949804e-06,1.1607716842740118e-05,0.5455850245988791,1
188,3911646,reclamation,275.0,86.0,361.0,3.5361192168877487e-06,1.1200428532468536e-05,0.5200885204552455,1
189,740393,brigade,270.0,88.0,358.0,3.618354547513045e-06,1.0996784377332743e-05,0.5048484224310957,1
190,4157579,royblunt,357.0,1.0,358.0,4.111766531264824e-08,1.4540192676695518e-05,0.9943602235535458,1
191,2119237,gina,269.0,88.0,357.0,3.618354547513045e-06,1.0956055546305584e-05,0.5034646995355675,1
192,1849988,f35,269.0,87.0,356.0,3.5772368822003965e-06,1.0956055546305584e-05,0.5077183095574529,1
193,3426275,ozone,278.0,68.0,346.0,2.7960012412600804e-06,1.132261502555001e-05,0.6039270154493973,1
194,4142531,rokla,290.0,48.0,338.0,1.9736479350071155e-06,1.1811360997875909e-05,0.7136530060130556,1
195,4320259,server,281.0,57.0,338.0,2.34370692282095e-06,1.1444801518631486e-05,0.6600492456783713,1
196,4139925,rocky,272.0,65.0,337.0,2.672648245322136e-06,1.107824203938706e-05,0.6112763333885247,1
197,1870760,fairchild,281.0,55.0,336.0,2.2614715921956533e-06,1.1444801518631486e-05,0.6700092616118635,1
198,4141974,rohio,256.0,77.0,333.0,3.166060229073915e-06,1.0426580742952527e-05,0.5341508341771632,1
199,5124702,walden,254.0,79.0,333.0,3.2482955596992117e-06,1.034512308089821e-05,0.52207819893106,1
200,905373,chaplain,272.0,60.0,332.0,2.4670599187588947e-06,1.107824203938706e-05,0.6357320159591955,1
201,937033,christie,282.0,49.0,331.0,2.014765600319764e-06,1.1485530349658645e-05,0.7015227506441463,1
202,2997371,mcconnells,254.0,73.0,327.0,3.001589567823322e-06,1.034512308089821e-05,0.5502129030835408,1
203,109097,2x95,266.0,59.0,325.0,2.4259422534462464e-06,1.0833869053224111e-05,0.6340909840510515,1
204,4694827,tanf,276.0,47.0,323.0,1.9325302696944668e-06,1.1241157363495694e-05,0.7066075462688828,1
205,5014455,unworkable,255.0,68.0,323.0,2.7960012412600804e-06,1.0385851911925367e-05,0.5757802474708322,1
206,5200427,wheres,275.0,47.0,322.0,1.9325302696944668e-06,1.1200428532468536e-05,0.7056976575033221,1
207,5063781,venezuelan,243.0,78.0,321.0,3.207177894386563e-06,9.89710593959947e-06,0.5105145866775673,1
208,3147652,ms13,305.0,13.0,318.0,5.345296490644271e-07,1.2422293463283285e-05,0.9174906310860992,1
209,4400190,sioux,293.0,24.0,317.0,9.868239675035575e-07,1.1933547490957385e-05,0.8472452637021772,1
210,4877071,trajectory,242.0,74.0,316.0,3.04270723313597e-06,9.856377108572314e-06,0.5282289575706408,1
211,4128637,rkan,239.0,74.0,313.0,3.04270723313597e-06,9.734190615490836e-06,0.5237173734682422,1
212,3845672,raddatz,240.0,70.0,310.0,2.878236571885377e-06,9.774919446517993e-06,0.5450563372965403,1
213,4907936,trilliondollar,277.0,32.0,309.0,1.3157652900047436e-06,1.1281886194522852e-05,0.7911094315284459,1
214,5118457,wa05,302.0,4.0,306.0,1.6447066125059296e-07,1.230010697020181e-05,0.9736099102410696,1
215,3871345,rca,240.0,63.0,303.0,2.5904129146968394e-06,9.774919446517993e-06,0.5810200908433416,1
216,431074,anwr,256.0,47.0,303.0,1.9325302696944668e-06,1.0426580742952527e-05,0.6872703436813665,1
217,5045261,utpol,302.0,0.0,302.0,0.0,1.230010697020181e-05,1.0,1
218,1731785,environmentalist,251.0,44.0,295.0,1.8091772737565224e-06,1.0222936587816735e-05,0.6992752404821471,1
219,3649212,ppaca,275.0,20.0,295.0,8.223533062529649e-07,1.1200428532468536e-05,0.8632008270158524,1
220,1746225,esa,265.0,26.0,291.0,1.0690592981288543e-06,1.0793140222196953e-05,0.8197536137717077,1
221,2582875,ip,230.0,61.0,291.0,2.508177584071543e-06,9.367631136246413e-06,0.5775988577888798,1
222,3567191,pilt,241.0,48.0,289.0,1.9736479350071155e-06,9.815648277545152e-06,0.6651796851273042,1
223,3244241,noem,278.0,11.0,289.0,4.522943184391306e-07,1.132261502555001e-05,0.9231765943624836,1
224,3653317,prairie,216.0,71.0,287.0,2.919354237198025e-06,8.797427501866195e-06,0.5016798465290548,1
225,2184946,greta,261.0,25.0,286.0,1.027941632816206e-06,1.0630224898088318e-05,0.8236529509007708,1
226,4293477,senatemajldr,274.0,12.0,286.0,4.934119837517789e-07,1.1159699701441375e-05,0.9153166987357162,1
227,2899635,louisville,259.0,24.0,283.0,9.868239675035575e-07,1.0548767236034002e-05,0.8289079510374927,1
228,3349073,onesixth,254.0,29.0,283.0,1.192412294066799e-06,1.034512308089821e-05,0.7932986109573832,1
229,1493176,disapprove,218.0,65.0,283.0,2.672648245322136e-06,8.878885163920509e-06,0.5372652009673989,1
230,2263203,healthcaregov,229.0,51.0,280.0,2.0970009309450603e-06,9.326902305219252e-06,0.6328748786480182,1
231,5298041,xi,222.0,58.0,280.0,2.384824588133598e-06,9.041800488029144e-06,0.5825846087995628,1
232,222219,acorn,227.0,50.0,277.0,2.055883265632412e-06,9.245444643164938e-06,0.6361696108238677,1
233,571433,backdoor,219.0,57.0,276.0,2.34370692282095e-06,8.91961399494767e-06,0.5838337662698396,1
234,2284363,hensarling,214.0,60.0,274.0,2.4670599187588947e-06,8.715969839811879e-06,0.5587850569979719,1
235,3930062,redtape,225.0,49.0,274.0,2.014765600319764e-06,9.16398698111062e-06,0.6395365966563036,1
236,1015774,columbus,215.0,58.0,273.0,2.384824588133598e-06,8.756698670839039e-06,0.5719033147082432,1
237,598115,barton,218.0,54.0,272.0,2.220353926883005e-06,8.878885163920509e-06,0.5999088029876352,1
238,2167243,grande,205.0,65.0,270.0,2.672648245322136e-06,8.349410360567452e-06,0.5150364662561279,1
239,4472182,speakerryan,245.0,25.0,270.0,1.027941632816206e-06,9.978563601653786e-06,0.8132119849274382,1
240,3567572,pine,210.0,58.0,268.0,2.384824588133598e-06,8.553054515703245e-06,0.5639329040861244,1
241,612111,bcs,267.0,1.0,268.0,4.111766531264824e-08,1.087459788425127e-05,0.992466336242283,1
242,817682,canyon,211.0,57.0,268.0,2.34370692282095e-06,8.593783346730403e-06,0.5714360671304008,1
243,1646181,elaine,220.0,45.0,265.0,1.8502949390691707e-06,8.960342825974827e-06,0.6576899570065948,1
244,2897579,lottery,199.0,63.0,262.0,2.5904129146968394e-06,8.105037374404505e-06,0.5156047020598155,1
245,736375,brett,197.0,64.0,261.0,2.6315305800094877e-06,8.023579712350187e-06,0.5060528689418737,1
246,1659304,ellsworth,256.0,4.0,260.0,1.6447066125059296e-07,1.0426580742952527e-05,0.9689415800238071,1
247,3822458,pyongyang,221.0,36.0,257.0,1.480235951255337e-06,9.001071657001986e-06,0.7175474651484923,1
